user_id,video_id,video_duration,watch_time,liked,commented,subscribed_after,category,device,watch_time_of_day,recommended,clicked,timestamp,watch_percent
70643,18386,1774,1068.0,0,0,0,Sports,TV,Morning,1,0,2025-05-17 04:14:09,0.6020293122886133
20950,47291,845,44.0,0,0,0,Sports,Desktop,Morning,0,0,2025-04-03 23:01:23,0.05207100591715976
50984,29171,1815,884.0,0,0,0,Lifestyle,Tablet,Afternoon,1,0,2023-06-17 19:41:59,0.48705234159779615
94349,30943,2351,2015.0,1,0,0,Comedy,Desktop,Afternoon,0,0,2024-07-31 22:21:56,0.8570820927264994
86780,10817,3350,1560.0,1,0,0,Gaming,Tablet,Afternoon,0,0,2024-07-09 11:42:45,0.46567164179104475
66065,1701,1742,1676.0,0,0,0,Education,Mobile,Night,1,0,2024-06-22 18:56:57,0.9621125143513203
4425,25964,291,291.0,0,0,0,Tech,Tablet,Night,0,1,2024-10-19 23:46:21,1.0
93232,8290,2117,2117.0,0,0,0,Gaming,Tablet,Evening,1,1,2024-04-13 12:31:47,1.0
3560,16151,1901,715.0,0,0,0,Education,TV,Evening,0,0,2025-05-09 04:05:02,0.37611783271962124
19261,26681,3331,1403.0,0,0,0,Gaming,TV,Afternoon,1,0,2023-05-09 19:38:57,0.42119483638546984
32714,39632,1617,494.0,0,0,0,Lifestyle,TV,Morning,1,0,2024-03-21 23:53:34,0.30550401978973407
47626,5273,867,85.0,1,0,0,News,Desktop,Morning,0,0,2024-09-05 06:52:36,0.09803921568627451
85658,5850,918,918.0,0,0,0,Lifestyle,Desktop,Afternoon,0,0,2023-07-08 17:10:03,1.0
83871,31888,2949,925.0,0,0,0,Education,Tablet,Night,0,0,2023-02-17 02:40:11,0.3136656493726687
47652,46378,2802,1696.0,0,0,0,News,Desktop,Evening,0,1,2023-03-09 00:27:08,0.6052819414703783
3322,36253,2584,2226.0,0,0,0,Tech,TV,Morning,0,1,2025-03-13 13:19:05,0.8614551083591331
43618,48701,3441,684.0,0,0,0,News,Mobile,Evening,0,0,2024-07-03 21:06:34,0.1987794245858762
36721,37229,3296,183.0,0,1,0,Education,Mobile,Night,1,0,2024-07-15 06:33:14,0.05552184466019418
10377,3671,2735,2702.0,1,0,0,Education,Tablet,Evening,1,0,2023-06-10 13:29:25,0.9879341864716636
32026,30988,1821,366.0,1,0,0,Gaming,Desktop,Morning,0,0,2024-04-10 06:14:20,0.20098846787479407
88863,2032,2772,1278.0,0,0,0,Lifestyle,Desktop,Afternoon,1,0,2023-08-30 02:37:56,0.461038961038961
39365,15342,441,441.0,0,0,0,Music,Tablet,Night,0,0,2023-09-07 14:20:55,1.0
13859,46910,516,516.0,0,0,0,Lifestyle,Tablet,Night,1,0,2023-08-18 22:32:32,1.0
78225,13096,2429,92.0,1,0,0,Gaming,Mobile,Night,1,0,2023-07-10 19:01:22,0.03787566899958831
12406,28832,1940,1940.0,1,0,0,Lifestyle,Tablet,Evening,1,0,2024-05-23 14:00:03,1.0
90628,13321,935,935.0,1,0,0,Comedy,Tablet,Afternoon,0,0,2025-07-28 08:01:02,1.0
58267,10850,3430,986.0,0,0,0,Tech,Tablet,Evening,0,0,2024-04-11 14:41:49,0.287463556851312
40577,49532,207,207.0,1,0,0,Lifestyle,Tablet,Afternoon,1,0,2025-07-28 17:09:59,1.0
65340,5245,2264,728.0,0,0,0,News,TV,Afternoon,1,0,2023-03-25 03:22:39,0.3215547703180212
89462,34170,3193,405.0,1,1,0,Comedy,Tablet,Afternoon,0,0,2023-06-19 04:15:09,0.12683996241778892
51843,6997,1123,1123.0,0,0,0,Gaming,Mobile,Morning,1,0,2024-11-20 02:10:43,1.0
87064,4708,769,490.0,1,0,0,Comedy,Desktop,Morning,0,0,2023-08-11 21:21:31,0.6371911573472041
28802,44524,193,193.0,0,0,0,Sports,TV,Morning,0,0,2023-10-20 04:22:20,1.0
13109,20449,1354,1354.0,0,0,1,Comedy,Tablet,Morning,0,1,2024-02-23 13:16:32,1.0
39896,41508,356,356.0,0,0,0,Education,TV,Evening,0,0,2023-06-21 21:46:11,1.0
76895,18845,1951,1370.0,0,0,0,Lifestyle,Desktop,Afternoon,1,0,2024-04-02 05:52:40,0.7022039979497694
96436,37985,3127,1992.0,0,0,0,Comedy,TV,Night,0,0,2024-11-06 08:25:43,0.6370322993284298
38799,881,3477,3436.0,0,0,0,Comedy,Tablet,Night,0,0,2023-06-18 07:22:29,0.9882082254817371
79910,21569,686,588.0,0,0,0,Tech,Desktop,Evening,1,0,2024-05-14 04:31:49,0.8571428571428571
25868,42925,218,218.0,1,0,0,Gaming,Tablet,Morning,1,0,2023-06-19 08:46:23,1.0
44155,38851,3512,3262.0,0,0,0,Gaming,TV,Night,1,1,2024-07-01 08:58:12,0.9288154897494305
79212,22186,2545,1384.0,0,0,0,Comedy,Mobile,Night,1,0,2023-06-16 21:08:14,0.543811394891945
61698,20229,2368,624.0,0,0,1,News,TV,Night,0,0,2025-02-11 08:47:09,0.2635135135135135
51447,23645,2526,2526.0,0,0,0,Comedy,TV,Morning,0,0,2023-01-15 05:19:09,1.0
95648,14836,2574,2574.0,0,1,0,Lifestyle,Mobile,Afternoon,0,1,2025-04-06 08:36:52,1.0
95690,6919,151,151.0,0,0,0,Comedy,TV,Afternoon,1,1,2025-04-19 18:34:03,1.0
50411,25650,837,837.0,0,1,0,Comedy,Desktop,Afternoon,1,1,2023-06-13 19:35:52,1.0
57469,9698,1016,1016.0,0,1,0,Sports,Desktop,Evening,0,0,2025-05-27 11:35:35,1.0
86792,47359,1108,92.0,1,0,1,Education,Tablet,Morning,0,1,2024-08-23 14:35:22,0.08303249097472924
48911,414,126,126.0,0,0,0,News,Desktop,Afternoon,1,0,2024-07-20 10:32:42,1.0
69340,24058,3487,1983.0,0,0,0,Lifestyle,TV,Afternoon,0,0,2025-05-16 18:59:20,0.568683682248351
14865,24424,2934,311.0,0,0,0,News,TV,Night,0,0,2024-10-23 10:21:21,0.1059986366734833
22992,18319,1228,450.0,1,0,0,Education,Tablet,Evening,0,1,2024-01-08 18:12:11,0.36644951140065146
40257,46419,1045,1045.0,0,0,0,Education,TV,Evening,1,1,2025-09-24 04:45:54,1.0
6315,21657,1772,1755.0,0,0,0,Tech,TV,Night,1,1,2025-07-31 07:43:49,0.9904063205417607
76345,31283,1134,1134.0,0,0,0,Lifestyle,Mobile,Evening,0,0,2024-12-14 17:30:21,1.0
31979,17649,1132,1132.0,0,0,0,Lifestyle,Tablet,Night,1,1,2024-12-16 09:08:37,1.0
5627,41642,1589,267.0,0,0,0,Music,Desktop,Morning,0,0,2025-01-28 09:26:56,0.16803020767778476
46200,12688,2178,2178.0,0,0,0,Music,Desktop,Evening,0,1,2024-01-07 17:56:48,1.0
87330,35744,1538,1538.0,0,0,0,Lifestyle,Desktop,Afternoon,0,0,2024-06-17 18:25:35,1.0
69590,19601,3447,545.0,1,0,0,News,Desktop,Afternoon,0,1,2023-01-26 00:12:43,0.15810850014505368
69867,21072,649,649.0,1,0,0,Music,Desktop,Evening,0,1,2023-12-23 02:03:17,1.0
5838,8392,512,512.0,1,0,0,News,TV,Morning,1,0,2023-01-18 13:53:15,1.0
96115,40104,2345,348.0,0,0,0,Education,Tablet,Morning,0,0,2024-09-08 02:02:12,0.14840085287846483
18641,38552,3120,1856.0,0,0,1,Tech,Mobile,Morning,0,0,2023-05-19 09:34:25,0.5948717948717949
30809,4242,3148,3148.0,0,0,0,Sports,Desktop,Evening,0,0,2024-07-05 08:31:56,1.0
32159,39640,3396,644.0,0,0,0,Gaming,Desktop,Night,0,0,2024-02-08 15:05:50,0.1896348645465253
27031,21495,3037,132.0,1,0,0,Sports,Tablet,Evening,0,0,2024-02-21 20:59:33,0.043463944682252224
13630,8502,2760,2760.0,0,0,0,Tech,TV,Afternoon,0,0,2023-11-10 14:34:22,1.0
89943,17274,863,863.0,0,0,1,Education,Desktop,Night,0,0,2025-06-23 21:35:15,1.0
69484,29511,2393,2393.0,0,0,0,Gaming,Tablet,Evening,0,0,2024-08-10 18:04:58,1.0
51750,29897,2539,2539.0,0,0,0,Gaming,Desktop,Afternoon,0,1,2025-01-10 22:42:28,1.0
64987,32531,2940,1827.0,0,0,0,Gaming,Desktop,Morning,0,0,2023-01-10 12:23:31,0.6214285714285714
54721,45749,1809,1300.0,0,0,0,Comedy,Tablet,Afternoon,0,0,2023-10-31 19:51:48,0.718629076838032
7012,40544,1617,793.0,0,0,0,Gaming,TV,Afternoon,0,1,2024-11-12 02:58:44,0.4904143475572047
10597,47032,198,46.0,1,0,0,Tech,Desktop,Evening,1,0,2025-01-06 20:30:14,0.23232323232323232
48441,46460,3564,3564.0,0,0,0,Music,Desktop,Evening,0,0,2023-08-14 02:40:47,1.0
59045,45233,3159,3159.0,0,1,0,Music,Tablet,Night,0,0,2024-12-09 09:54:06,1.0
98596,1123,3527,1530.0,1,0,1,Education,Mobile,Afternoon,1,0,2024-09-14 23:31:23,0.43379642755883185
97878,11169,2074,1236.0,1,0,0,Education,Desktop,Night,0,0,2025-01-03 11:24:23,0.5959498553519769
21883,10646,1588,114.0,0,1,0,Lifestyle,Desktop,Night,0,1,2025-03-04 15:36:18,0.07178841309823678
64039,42203,2459,706.0,0,0,0,Lifestyle,Desktop,Evening,1,0,2023-07-15 20:15:29,0.28710858072387146
62400,41918,3169,3169.0,1,0,0,News,TV,Morning,1,0,2023-06-19 06:41:13,1.0
9796,33483,1309,1309.0,0,0,0,Sports,Desktop,Morning,0,1,2023-06-07 03:37:48,1.0
78022,29602,1312,1312.0,1,0,0,Sports,Mobile,Afternoon,0,0,2023-03-23 12:38:50,1.0
4063,13017,3490,2372.0,0,0,0,Sports,Mobile,Night,1,1,2025-09-20 01:32:52,0.6796561604584527
60527,19981,88,88.0,1,0,0,Education,TV,Night,1,1,2025-08-27 01:48:57,1.0
21299,16718,699,699.0,0,0,0,Comedy,TV,Morning,1,0,2024-04-18 22:32:43,1.0
70596,16494,371,371.0,0,0,0,Education,Desktop,Evening,0,1,2024-11-20 18:40:20,1.0
92939,30776,3512,2329.0,0,1,0,Tech,Mobile,Evening,1,0,2024-02-06 05:27:32,0.6631548974943052
16523,30106,2513,1866.0,0,0,0,Music,TV,Morning,1,1,2025-02-18 00:16:01,0.7425387982491046
15795,24825,1450,323.0,0,0,0,Gaming,Tablet,Afternoon,1,1,2024-10-27 09:00:31,0.22275862068965518
96415,27369,3215,2284.0,0,0,0,Sports,Tablet,Evening,1,0,2025-01-28 04:28:59,0.7104199066874028
64936,46189,3264,1509.0,1,0,0,News,Desktop,Morning,0,0,2024-05-28 13:26:41,0.46231617647058826
92945,13044,3414,1491.0,0,0,0,Gaming,Mobile,Night,1,1,2023-07-15 22:50:15,0.4367311072056239
58236,42131,1067,1067.0,0,0,0,Gaming,Tablet,Evening,1,1,2023-06-25 15:20:18,1.0
37273,6477,2166,1924.0,0,0,0,Education,Mobile,Afternoon,0,0,2023-03-29 20:29:43,0.8882733148661126
36724,19231,3288,303.0,0,0,0,Lifestyle,Tablet,Morning,1,0,2023-09-22 23:40:19,0.09215328467153285
93191,33856,1451,227.0,1,0,0,Tech,Mobile,Afternoon,1,1,2023-07-08 17:51:39,0.15644383184011026
74745,48783,1321,568.0,0,1,0,Gaming,TV,Morning,0,0,2025-02-07 16:21:46,0.4299772899318698
70045,18701,538,538.0,0,0,0,Lifestyle,TV,Evening,0,0,2024-08-08 18:34:26,1.0
90884,38167,3091,747.0,0,0,0,News,TV,Evening,1,1,2023-07-29 09:51:10,0.24166936266580394
7961,19523,2773,111.0,0,0,0,Education,Tablet,Night,0,1,2024-03-16 18:10:45,0.04002884962134872
17554,13183,1619,1619.0,1,0,0,Music,Tablet,Evening,0,1,2025-05-13 20:20:56,1.0
61038,11034,2195,2195.0,0,0,0,Education,Desktop,Morning,1,1,2023-08-25 05:16:36,1.0
725,20382,1325,1325.0,0,0,0,Sports,Mobile,Evening,0,1,2023-11-30 05:17:41,1.0
34432,43000,2860,1051.0,1,0,0,Lifestyle,Desktop,Evening,0,1,2024-03-29 18:50:32,0.3674825174825175
90044,860,488,488.0,0,0,0,Gaming,Mobile,Evening,0,1,2024-11-23 17:55:05,1.0
60603,43024,2881,1648.0,0,0,0,News,Desktop,Night,1,0,2025-02-06 20:49:52,0.5720236029156542
23911,12537,2786,1475.0,0,0,0,Tech,Tablet,Evening,0,0,2024-03-25 01:27:25,0.5294328786791098
14909,47564,1204,622.0,0,0,0,Comedy,Tablet,Night,0,0,2024-11-06 19:32:07,0.5166112956810631
11980,4669,2600,1393.0,1,0,0,Sports,Desktop,Night,1,1,2025-05-29 11:22:09,0.5357692307692308
33750,39026,464,6584.0,no,0,0,music,TV,Night,0,1,2025-06-28 02:53:51,14.189655172413794
51752,23190,1948,1619.0,0,1,0,Gaming,Desktop,Night,0,0,2023-03-31 04:16:11,0.8311088295687885
96393,33835,1153,1153.0,0,0,0,Lifestyle,Desktop,Evening,0,0,2025-07-19 19:02:06,1.0
74432,4926,46,46.0,0,0,0,Tech,Mobile,Evening,0,1,2023-05-01 22:03:00,1.0
4003,39953,1958,1958.0,1,0,0,Gaming,TV,Afternoon,0,0,2023-03-15 18:40:03,1.0
68,7754,2211,2211.0,1,0,0,Sports,TV,Evening,0,0,2025-07-28 19:15:13,1.0
54724,19690,1417,1417.0,1,0,0,Education,TV,Night,0,0,2023-04-07 04:08:49,1.0
91710,18680,3117,490.0,0,0,0,Gaming,TV,Morning,0,0,2025-07-10 16:52:26,0.15720243824189925
24441,24344,2555,2555.0,1,0,0,Tech,Tablet,Afternoon,0,1,2023-06-25 22:47:33,1.0
34360,30192,3381,2587.0,0,0,0,Comedy,Mobile,Afternoon,0,0,2025-04-10 16:43:58,0.7651582372079266
85424,1902,482,482.0,0,0,0,Tech,Mobile,Afternoon,0,0,2024-12-14 01:40:23,1.0
30899,29360,351,351.0,0,0,0,News,Tablet,Night,1,0,2024-12-07 21:41:59,1.0
61027,29401,3076,744.0,0,0,0,News,Mobile,Night,0,0,2025-05-11 14:16:18,0.24187256176853056
48673,29691,664,664.0,1,0,0,Sports,Desktop,Morning,0,0,2023-09-18 06:05:13,1.0
35517,45291,1246,1246.0,1,0,0,News,Tablet,Morning,0,0,2024-04-16 11:23:27,1.0
24911,17848,1654,161.0,0,0,1,Gaming,TV,Afternoon,1,0,2023-12-17 12:08:00,0.0973397823458283
23797,2577,3303,796.0,0,0,0,Tech,Desktop,Night,1,1,2024-05-23 07:13:29,0.2409930366333636
82111,2092,511,511.0,0,0,0,Music,Mobile,Evening,0,0,2023-03-25 07:49:40,1.0
22179,22184,2291,175.0,1,0,1,Gaming,Tablet,Night,0,0,2025-01-30 03:36:08,0.07638585770405937
89152,24211,1271,837.0,0,0,0,Lifestyle,Desktop,Afternoon,1,0,2024-11-07 07:51:33,0.6585365853658537
51649,30657,1253,1253.0,0,0,0,Comedy,Mobile,Night,0,1,2024-10-01 08:00:03,1.0
74737,17567,817,817.0,1,0,0,Music,Tablet,Morning,1,1,2023-11-09 07:11:16,1.0
16332,47566,541,541.0,1,0,0,Gaming,Desktop,Evening,1,0,2024-12-08 21:33:11,1.0
34923,25384,3582,2036.0,0,0,0,Music,Tablet,Morning,0,0,2023-10-04 16:51:05,0.5683975432719152
61465,49731,2880,2880.0,0,0,0,Education,Tablet,Afternoon,0,1,2023-11-30 07:38:52,1.0
10084,17191,1285,1285.0,0,0,0,Comedy,Desktop,Night,0,1,2024-04-13 02:42:42,1.0
30464,9492,1701,824.0,0,0,0,News,Tablet,Night,1,0,2023-10-28 13:09:02,0.4844209288653733
80750,23985,3555,2394.0,0,0,0,Sports,Desktop,Morning,1,0,2023-03-09 15:32:45,0.6734177215189874
43945,3129,2297,589.0,0,0,1,Comedy,Tablet,Evening,1,1,2023-07-01 06:10:01,0.2564214192424902
46043,21319,865,865.0,0,0,0,Tech,Desktop,Evening,0,0,2025-02-22 12:57:41,1.0
90479,43866,614,614.0,0,0,0,Gaming,TV,Morning,0,1,2024-04-23 02:17:24,1.0
35648,20921,594,594.0,0,0,0,Education,Desktop,Night,1,0,2024-10-13 02:54:00,1.0
32859,31787,1119,582.0,1,0,0,Lifestyle,Tablet,Afternoon,1,0,2024-10-29 09:34:31,0.5201072386058981
70750,41440,2679,2679.0,0,0,0,Education,Mobile,Morning,0,0,2024-08-30 08:16:06,1.0
2766,9424,296,296.0,1,0,0,Education,TV,Morning,0,1,2024-02-18 06:30:11,1.0
69842,24533,1087,1087.0,0,0,0,Comedy,Tablet,Afternoon,0,0,2024-10-25 03:16:15,1.0
74028,35974,2930,2639.0,0,1,0,Sports,Mobile,Morning,0,0,2023-11-06 22:58:32,0.9006825938566553
16657,17635,2560,2560.0,1,0,0,Sports,Desktop,Morning,1,0,2024-10-23 18:10:58,1.0
68100,48329,2669,922.0,1,0,0,Lifestyle,TV,Night,0,0,2025-03-14 12:48:01,0.34544773323342076
40225,35981,588,588.0,0,0,0,Comedy,Tablet,Morning,1,0,2024-11-09 02:28:47,1.0
43811,18124,732,732.0,0,0,0,Education,Desktop,Night,1,0,2025-01-04 00:14:33,1.0
10459,36563,1349,1349.0,0,0,0,Sports,Desktop,Afternoon,1,1,2025-08-16 06:50:17,1.0
973,17047,1880,1880.0,0,0,0,Gaming,TV,Afternoon,1,0,2024-11-03 17:18:11,1.0
82321,8935,427,427.0,0,0,0,Sports,Mobile,Evening,0,0,2023-05-28 04:04:47,1.0
735,1062,2692,1423.0,0,0,0,Music,Desktop,Night,0,0,2023-08-09 16:48:45,0.5286032689450223
41797,43726,2486,2486.0,0,1,0,Education,Tablet,Morning,0,1,2025-02-06 15:48:19,1.0
3251,6169,891,891.0,0,0,0,News,Desktop,Afternoon,0,0,2024-11-30 20:40:11,1.0
48705,39488,2996,2996.0,0,0,1,Comedy,Mobile,Afternoon,0,0,2024-03-08 09:39:56,1.0
82697,22366,728,728.0,0,0,0,Comedy,Desktop,Night,1,0,2024-04-27 06:45:53,1.0
40831,5505,55,55.0,0,0,0,Gaming,TV,Morning,1,0,2024-05-17 12:31:02,1.0
8312,7378,1059,1059.0,0,0,0,Gaming,TV,Night,0,1,2025-02-23 09:31:06,1.0
42581,13707,2424,430.0,1,0,1,Education,Tablet,Morning,0,0,2023-10-31 19:12:27,0.1773927392739274
98422,27351,2881,1782.0,0,0,0,Education,Mobile,Evening,1,0,2023-07-21 07:28:38,0.6185352308226311
29640,17876,2259,1085.0,1,0,0,Gaming,TV,Afternoon,1,0,2023-07-28 23:20:45,0.4803010181496237
92674,7555,982,982.0,0,0,0,Lifestyle,Desktop,Afternoon,1,1,2025-01-24 09:37:41,1.0
91064,29837,864,864.0,0,0,0,Music,Desktop,Night,1,0,2023-05-28 12:54:06,1.0
58908,16367,1804,1804.0,0,0,0,Tech,Desktop,Evening,0,0,2025-05-05 04:58:10,1.0
66302,3593,3557,236.0,0,0,0,Tech,Mobile,Morning,1,0,2023-10-20 00:36:59,0.06634804610626933
26636,18977,2771,1836.0,1,0,1,Music,Desktop,Afternoon,1,0,2024-08-11 22:18:25,0.6625766871165644
217,8822,1089,1089.0,0,0,0,Sports,Tablet,Night,0,0,2024-10-01 03:56:44,1.0
51622,40342,1433,10750.0,no,0,0,music,Tablet,Night,1,0,2025-06-26 11:02:19,7.501744591765527
30008,35442,1114,1114.0,0,0,0,Sports,Desktop,Evening,1,0,2024-10-01 21:14:40,1.0
67523,42176,2038,913.0,0,0,0,Comedy,TV,Evening,0,1,2024-11-25 17:05:22,0.4479882237487733
46355,9388,878,878.0,1,0,0,Education,TV,Evening,0,1,2025-08-16 19:24:58,1.0
17756,34089,433,424.0,0,0,0,Tech,Desktop,Evening,0,1,2023-01-31 03:18:41,0.9792147806004619
36576,32052,2951,170.0,1,0,0,Music,TV,Morning,0,0,2024-04-23 07:44:23,0.05760759064723822
35504,39824,2076,2076.0,0,0,0,News,Desktop,Night,0,0,2024-02-24 17:58:41,1.0
43950,9981,1974,1974.0,0,0,0,Education,Mobile,Morning,0,1,2025-02-08 22:42:47,1.0
64590,38408,1924,1924.0,0,0,0,Comedy,TV,Afternoon,1,1,2024-12-08 04:58:27,1.0
95371,4458,1384,1384.0,0,0,0,News,Desktop,Afternoon,0,0,2024-12-09 07:59:11,1.0
41847,12572,2626,2019.0,0,0,0,Comedy,TV,Night,0,0,2023-04-20 02:40:34,0.7688499619192688
23320,18452,1615,1615.0,0,0,0,Tech,Mobile,Night,1,0,2025-08-16 06:07:32,1.0
23548,4045,3545,1787.0,0,0,0,Tech,Desktop,Afternoon,1,1,2023-03-04 21:59:53,0.5040902679830748
28128,31827,3115,775.0,0,1,0,Tech,Desktop,Evening,1,0,2025-09-23 06:01:40,0.24879614767255218
93137,25570,2760,2760.0,0,0,0,Music,Desktop,Night,1,0,2024-06-07 21:46:03,1.0
93335,10243,3146,1950.0,0,0,0,Lifestyle,TV,Night,1,1,2024-08-08 23:01:19,0.6198347107438017
45829,26019,872,872.0,1,0,0,Gaming,Mobile,Evening,1,1,2023-12-23 20:49:28,1.0
72069,8190,2901,2524.0,0,0,0,News,Mobile,Night,1,0,2023-02-19 13:37:15,0.870044812133747
73457,22761,2939,2776.0,0,0,0,Comedy,Tablet,Afternoon,0,0,2024-08-10 17:05:11,0.9445389588295339
52936,32511,206,206.0,0,1,1,Gaming,Mobile,Morning,1,1,2024-12-11 22:15:52,1.0
68415,44635,2987,1109.0,0,1,0,Education,Desktop,Evening,1,1,2023-04-12 19:33:29,0.37127552728490126
52943,31777,1659,862.0,0,0,0,Tech,Mobile,Morning,0,0,2023-01-20 20:48:07,0.5195901145268234
32242,35669,2802,2802.0,0,0,0,Education,TV,Night,0,1,2024-03-23 06:56:24,1.0
4374,38719,367,367.0,0,0,0,music,TV,Morning,1,0,2024-02-18 18:26:05,1.0
46682,32791,1540,170.0,0,0,0,Education,TV,Afternoon,0,0,2025-07-23 17:31:27,0.11038961038961038
99998,23916,3447,112.0,0,0,0,News,Tablet,Night,0,1,2025-02-15 21:46:18,0.03249202204815782
14693,46275,2607,980.0,0,1,0,News,TV,Night,1,0,2023-04-27 16:57:33,0.37591100882240125
70454,39926,2789,491.0,1,0,0,Comedy,TV,Morning,0,0,2024-04-28 02:40:26,0.17604876299749014
62693,25276,2502,979.0,1,0,0,Tech,Desktop,Morning,0,0,2025-09-17 17:51:18,0.39128697042366106
6691,22740,195,195.0,0,1,0,Lifestyle,TV,Night,0,0,2024-06-15 13:03:10,1.0
84185,23343,1022,486.0,0,0,0,News,Desktop,Morning,0,0,2024-01-04 05:43:52,0.4755381604696673
